dataset,model,precision,batch_size,stage,latency_ms_mean,latency_ms_std,latency_ms_ci95,latency_ms_p99,energy_mj_mean,energy_mj_std,energy_mj_ci95,energy_mj_all,co2e_ug_mean,auc_mean,auc_std,score_drift_mean,score_drift_std,n_repeats
HM Ranking,LightGBM,FP64,100,preprocessing,0.27107815993076656,0.03271436045212629,0.013503824296344811,0.33927940014109476,90.61376320150885,17.962488629289357,7.414550889049996,"[82.76533000753263, 97.22485755901289, 92.82520748001843, 97.32155743222393, 81.47965002081038, 85.31693747954706, 81.8156774948875, 107.54357002497274, 82.9446450143223, 83.78190003895726, 82.08994002870895, 82.36426749590466, 79.86433996393316, 82.06671750031092, 84.53576002466434, 84.74739499433782, 93.79093995448785, 95.6966600551823, 92.51886000129163, 100.12936250404891, 168.90292250081987, 79.05158000539815, 81.45204495576765, 82.4570375516487, 82.65691994893132]",0.09910515445010055,0.6398432790837854,0.0,0.0,0.0,25
HM Ranking,LightGBM,FP64,100,inference,3.1799773198144976,0.5891129148666844,0.2431738595259681,4.236500079132384,238.29948669008445,35.92864852997374,14.8306172044503,"[271.11974500712677, 268.5907550494449, 277.3433749734977, 291.90019494308217, 214.84414501628632, 212.3081350600842, 218.59934742224144, 205.30426501409238, 208.75374498245947, 212.08979499533604, 205.55068752400987, 209.58570996754136, 211.05535749484264, 209.70907246919526, 212.56564250052182, 209.09883003241706, 277.5394775017049, 300.6079124907046, 267.26206750026904, 295.06278754979576, 300.2488924494174, 241.11893745157434, 214.74209744155817, 209.37503747518352, 213.11115493972466]",0.2606304671541028,0.6398432790837854,0.0,0.0,0.0,25
HM Ranking,LightGBM,FP64,100,postprocessing,0.15100683995115105,0.025201815313491326,0.010402798075185953,0.22625455960223906,79.79427709924494,8.612196337015938,3.5549399264850603,"[78.40169997052726, 89.18768497096607, 79.62952996876993, 74.43126257385302, 71.30295499791828, 74.06314004128944, 81.77425997473621, 84.17153494974629, 76.0448125356561, 75.21277253545122, 72.51009495576, 76.41014500222809, 73.14043506085001, 76.61944245228369, 82.38363006057627, 76.11823501065375, 77.59385754070536, 77.71741749365901, 88.7894624929686, 115.0808924694502, 77.68631004637429, 76.43927496246761, 79.26224251605164, 82.30237245697937, 78.58346244120185]",0.08727177723067031,0.6398432790837854,0.0,0.0,0.0,25
HM Ranking,LightGBM,FP64,1000,preprocessing,0.5062787597853458,0.07215510093357043,0.02978416180618413,0.6817565608798758,102.47400780936005,11.84443307736137,4.889141678333096,"[93.74571750413453, 96.79249749751762, 90.82104752451414, 92.64979500130723, 96.74880751390448, 91.2242224876536, 110.56148497118556, 108.60339750252024, 108.12256001372589, 112.35072253839465, 112.61516000104167, 114.70547001863453, 89.94044250357548, 96.5734849933142, 92.08419503465849, 93.07762002208621, 90.1454674840352, 96.19713498977946, 98.33581755174237, 99.58478003227357, 111.984822501654, 100.022217516198, 107.44682501808713, 117.05236500802131, 140.46414000404184]",0.11207681937326638,0.6198308245130497,0.0,0.0,0.0,25
HM Ranking,LightGBM,FP64,1000,inference,17.473644239726127,5.089253159281969,2.100740455040583,30.151302400336135,1000.6791116076784,296.22298622862195,122.27483903968196,"[839.8979125331608, 821.1485225501747, 824.0723125118166, 828.8715875414712, 826.8797150185492, 829.0237500659715, 1143.0872950495543, 1770.239080051397, 1315.2312025022184, 1671.337412490175, 1257.4588349252735, 847.4350200276604, 824.1745549867119, 828.7591100042847, 938.393474957593, 845.6495274458576, 825.6497450474855, 832.446860017626, 855.7087449662504, 844.9298999630629, 821.1539600233665, 827.7830275210363, 831.6778450125639, 1158.2505174965263, 1607.7178774821732]",1.0944524805831817,0.6198308245130497,0.0,0.0,0.0,25
HM Ranking,LightGBM,FP64,1000,postprocessing,0.18799491990648676,0.025821651965201965,0.010658654069967936,0.24034792040765746,91.87500189727871,27.690257282944973,11.42997643547599,"[77.05171506131593, 77.45810251435616, 80.47323498885817, 77.14194253821917, 72.91930243809476, 76.08428002640721, 92.1316124868099, 91.29340247000073, 88.42246997573966, 119.09324497992203, 164.67087498767802, 83.44715749899478, 169.49694998402265, 76.8778000428938, 74.62201000180357, 81.65869506683522, 76.28986746567536, 80.88901246537716, 78.13320497007226, 79.68899998104463, 76.04563249515195, 80.81801498065033, 147.2627850080244, 81.86305250546866, 93.04168249855138]",0.10048458348302514,0.6198308245130497,0.0,0.0,0.0,25
HM Ranking,LightGBM,FP64,10000,preprocessing,2.7936821198818507,0.27349164677060006,0.11289180327742403,3.261810080584837,223.03511201225774,26.098008243713036,10.772728335111111,"[265.56410005014186, 244.68254999646894, 204.6359650057639, 229.65890248997314, 203.07870252963767, 200.92321001811797, 198.80701248439436, 248.76885244339067, 202.0076375220015, 201.7068550730983, 199.18817755296914, 213.2439825072652, 243.48661997009913, 239.49594752139092, 249.76744750347282, 252.0091925725865, 245.6367875083743, 293.3457975814236, 205.55678749587972, 201.637715031211, 208.9030675142567, 203.97355500790584, 206.59551499647932, 197.81921744197464, 215.38420248816695]",0.24393567205254554,0.660116360280681,0.0,0.0,0.0,25
HM Ranking,LightGBM,FP64,10000,inference,155.54706907991203,34.80183303964973,14.36549063051032,222.13866119920564,8242.652491294393,1836.5027237175764,758.0710659813295,"[11901.296937544432, 11332.942935036954, 7125.373602507352, 7122.04636497063, 6939.708169920778, 6973.929557552765, 6963.19348999623, 7068.236642539887, 7125.797502458227, 7101.509467515825, 7089.424875030091, 7109.149504913148, 9672.014142479384, 9519.420139963588, 11260.579959921417, 10858.959757501907, 10968.104707517343, 10791.782764990785, 6976.884119976603, 7013.6917325362465, 7025.8240450266385, 7003.616922493166, 7007.296199976736, 7099.655489982979, 7015.873250006736]",9.015069227525853,0.660116360280681,0.0,0.0,0.0,25
HM Ranking,LightGBM,FP64,10000,postprocessing,0.57120000004943,0.23481021839834862,0.09692489440158263,1.40832823992241,109.4964572977915,29.389042963680737,12.131200700072954,"[224.17109757043366, 165.83829252795113, 96.88305251529528, 94.95800995864556, 98.87219002393978, 96.80368495082803, 94.96069749275195, 91.6900350148353, 92.42234500106862, 92.5329099800365, 95.45945504669365, 91.84722505779064, 109.30999501852057, 107.56738249710908, 119.93370997060994, 114.93045001770953, 131.78222500300762, 90.28598250552022, 93.36341745438405, 102.26277498986747, 97.04466493531073, 96.37997742629523, 124.85533752169431, 95.5846024589846, 117.67191750550411]",0.11975734070446123,0.660116360280681,0.0,0.0,0.0,25
HM Ranking,LightGBM,FP64,100000,preprocessing,31.178064239866217,4.044834710912994,1.6696257083752837,39.90711147962429,1713.8384970103289,221.02531594750073,91.23476633348511,"[1639.6388175098766, 2031.2204799756728, 1912.1435225179084, 1530.5406549441614, 1532.9508950344461, 1546.0341099833386, 1516.2191249510215, 1575.2333375348828, 1910.4246049801077, 2121.893684952738, 1520.912265059451, 1537.4940075616908, 1548.5576375431262, 1725.7731399968181, 2204.8132974896366, 1779.4705900632835, 1507.1797150312705, 1585.3143275353434, 1524.228995003796, 1687.315195017618, 1544.968895082093, 2061.584595012391, 1988.7355699393083, 1642.1908775146221, 1671.124085023621]",1.874441839161014,0.6622625510439694,0.0,0.0,0.0,25
